IdPersona,TotalVisitas,DiasActivo,TiempoActivoDias,VisitasUlt30,VisitasUlt90,VisitasUlt180,PropUlt90,DiasDesdeUltima,tasa_caida_visitas,DuracionMediaTotal,DuracionMediaUlt90,DeltaDuracionUlt90VsTotal,StdDiasEntreVisitas,FrecuenciaModal,MaxRachaSinVisita,MaxRachaConVisita,SemanasConVisitaRatio,HoraMediaAcceso,PropVisitasFinDeSemana,PropVisitasFestivo,VisitasPrimerTrimestre,VisitasUltimoTrimestre,DiaFav_domingo,DiaFav_jueves,DiaFav_lunes,DiaFav_martes,DiaFav_miércoles,DiaFav_sábado,DiaFav_viernes,EstFav_invierno,EstFav_otono,EstFav_primavera,EstFav_verano,TieneAccesos
99477,2,2,168,1,1,2,0.5,218,1.0,18.625,1.55,-0.9167785234899328,0.0,168.0,168.0,1,0.08,10.125,0.0,0.0,1,1,False,False,False,False,True,False,False,False,True,False,False,True
99498,208,208,363,14,44,99,0.21153846153846154,45,0.7962962962962963,59.65464743589743,56.88409090909091,-0.04644326378399362,1.2596195702980155,1.0,8.0,11,1.0,14.443509615384615,0.125,0.014423076923076924,54,43,False,False,False,False,True,False,False,False,True,False,False,True
99506,1,1,1,1,1,1,1.0,311,1.0,83.61666666666666,83.61666666666666,0.0,0.0,1.0,0.0,1,1.0,18.366666666666667,0.0,0.0,1,1,False,False,True,False,False,False,False,True,False,False,False,True
99507,48,48,354,4,13,32,0.2708333333333333,55,1.625,94.58125,90.4628205128205,-0.04354382593991407,7.124578565602162,2.0,31.0,1,0.6666666666666666,12.172916666666666,0.0,0.041666666666666664,8,13,False,False,True,False,False,False,False,False,False,True,False,True
99540,37,37,348,2,13,17,0.35135135135135137,52,1.0,92.86171171171169,81.05897435897438,-0.1271001485453854,10.974718422102885,1.0,49.0,3,0.48,14.691441441441443,0.10810810810810811,0.02702702702702703,12,12,False,False,False,True,False,False,False,True,False,False,False,True
99546,225,157,276,40,91,140,0.40444444444444444,119,1.1125,85.97725925925926,72.75421245421245,-0.15379702631801165,1.3461727684249818,1.0,10.0,10,0.975,14.297925925925925,0.1111111111111111,0.017777777777777778,80,89,False,False,False,False,False,False,True,False,False,True,False,True
99581,5,5,52,2,5,5,1.0,257,1.0,78.76666666666667,78.76666666666667,0.0,17.378147196982766,1.0,43.0,2,0.375,19.27,0.2,0.0,5,5,False,False,False,False,True,False,False,True,False,False,False,True
99583,6,6,28,6,6,6,1.0,72,1.0,70.65555555555557,70.65555555555557,0.0,4.223742416388575,1.0,12.0,2,0.8,19.291666666666668,0.0,0.0,6,6,False,False,False,True,False,False,False,False,False,False,True,True
99593,2,2,1,2,2,2,1.0,182,1.0,69.95,69.95,0.0,0.0,1.0,1.0,2,1.0,17.4,0.0,0.0,2,2,False,False,False,False,True,False,False,False,False,True,False,True
99596,120,119,344,12,25,60,0.20833333333333334,51,0.631578947368421,121.64736111111112,107.32999999999998,-0.11769561608520096,3.5474927018985256,1.0,28.0,5,0.86,15.732499999999998,0.09166666666666666,0.008333333333333333,38,24,False,False,False,True,False,False,False,False,False,True,False,True
99604,110,110,360,11,24,55,0.21818181818181817,49,0.8571428571428571,59.67666666666668,63.86041666666667,0.07010696531307595,3.063560880563133,1.0,14.0,4,0.8269230769230769,9.500454545454545,0.1,0.0,28,24,False,False,False,False,True,False,False,False,False,True,False,True
99605,47,47,255,5,14,31,0.2978723404255319,118,0.8235294117647058,136.99999999999997,144.54285714285714,0.0550573514077166,3.2484546274988535,3.0,15.0,1,0.8648648648648649,17.874113475177307,0.0,0.02127659574468085,17,14,False,False,True,False,False,False,False,True,False,False,False,True
99616,12,10,70,3,12,12,1.0,311,1.0,47.940277777777766,47.940277777777766,0.0,6.371423806521902,2.0,21.0,1,0.6363636363636364,18.444444444444443,0.0,0.0,12,12,False,False,True,False,False,False,False,False,True,False,False,True
99637,9,9,60,3,9,9,1.0,55,1.0,87.32407407407408,87.32407407407408,0.0,5.787918451395113,3.0,18.0,2,0.6666666666666666,18.642592592592592,0.0,0.0,9,9,False,False,True,False,False,False,False,False,False,False,True,True
99641,39,39,337,5,9,18,0.23076923076923078,67,0.9,81.42692307692307,103.2388888888889,0.2678716693170428,7.501477232173669,2.0,36.0,2,0.6530612244897959,11.886752136752136,0.41025641025641024,0.02564102564102564,10,9,False,False,True,False,False,False,False,True,False,False,False,True
99660,28,27,195,8,9,20,0.32142857142857145,45,0.5625,73.61904761904762,85.82407407407408,0.16578625844473194,11.212867388038102,1.0,59.0,3,0.6071428571428571,13.368452380952382,0.03571428571428571,0.03571428571428571,16,9,False,False,True,False,False,False,False,False,False,True,False,True
99674,5,5,203,2,2,4,0.4,67,1.0,60.513333333333335,75.925,0.2546821637104769,42.18634257671551,8.0,101.0,1,0.16666666666666666,11.83,0.6,0.2,2,2,True,False,False,False,False,False,False,False,False,True,False,True
99679,139,138,364,5,27,68,0.19424460431654678,45,0.6842105263157895,107.65023980815349,113.90617283950616,0.058113507619690793,2.881580758274289,1.0,26.0,5,0.9056603773584906,17.93201438848921,0.007194244604316547,0.0,38,26,False,False,False,False,True,False,False,False,False,True,False,True
99681,80,80,337,5,19,40,0.2375,49,0.8260869565217391,60.80458333333333,68.44736842105263,0.12569422679572065,4.799021157471657,1.0,25.0,3,0.7959183673469388,17.45854166666667,0.0,0.0,23,19,False,False,False,True,False,False,False,True,False,False,False,True
99693,5,5,203,1,3,4,0.6,64,1.5,56.14333333333333,57.58888888888888,0.02574759049258833,32.69078616368839,26.0,107.0,1,0.16666666666666666,19.01666666666667,0.0,0.0,2,3,False,False,False,False,True,False,False,False,False,False,True,True
99710,53,53,219,5,19,41,0.3584905660377358,152,0.8260869565217391,67.9817610062893,72.64999999999999,0.06866899186796305,2.436395023402234,3.0,17.0,1,0.90625,14.2062893081761,0.3018867924528302,0.0,23,19,False,False,True,False,False,False,False,True,False,False,False,True
99711,44,44,364,4,9,20,0.20454545454545456,46,0.8181818181818182,96.01704545454545,97.59074074074073,0.01638974911949632,3.8237254280701007,7.0,21.0,1,0.7924528301886793,10.60719696969697,0.9090909090909091,0.06818181818181818,11,9,True,False,False,False,False,False,False,True,False,False,False,True
99712,112,112,363,6,18,47,0.16071428571428573,45,0.5294117647058824,88.7297619047619,89.63148148148147,0.010162537995846673,3.0519405905743677,1.0,15.0,4,0.8653846153846154,18.176190476190474,0.008928571428571428,0.008928571428571428,34,18,False,False,False,True,False,False,False,False,True,False,False,True
99717,434,291,365,21,75,177,0.1728110599078341,45,0.5328467153284672,51.206758832565285,69.22466666666666,0.35186581312470744,1.0026765752084679,1.0,10.0,41,0.9811320754716981,11.834831029185867,0.18663594470046083,0.018433179723502304,137,73,False,False,False,False,True,False,False,False,True,False,False,True
99718,115,115,336,4,24,56,0.20869565217391303,45,0.6857142857142857,79.0263768115942,82.02013888888888,0.037883073956839326,2.1798201489594935,2.0,21.0,2,0.9387755102040817,7.29855072463768,0.0,0.008695652173913044,35,24,False,False,True,False,False,False,False,True,False,False,False,True
99719,108,108,334,4,25,58,0.23148148148148148,45,0.8620689655172413,87.99783950617284,85.60600000000001,-0.027180661702552903,2.3470414081292836,2.0,21.0,2,0.9791666666666666,7.289197530864198,0.0,0.009259259259259259,29,25,False,False,True,False,False,False,False,False,False,True,False,True
99721,86,84,333,6,17,38,0.19767441860465115,76,0.5151515151515151,63.31434108527132,67.40588235294116,0.06462266206260253,3.899356703221948,1.0,23.0,3,0.8958333333333334,16.03837209302326,0.1511627906976744,0.023255813953488372,33,17,False,False,False,True,False,False,False,False,True,False,False,True
99732,42,41,334,2,10,33,0.23809523809523808,51,1.6666666666666667,60.82539682539683,77.13333333333333,0.2681106471816282,14.745914648140074,2.0,77.0,2,0.4791666666666667,15.208333333333334,0.21428571428571427,0.047619047619047616,6,10,False,False,False,True,False,False,False,False,False,True,False,True
99740,137,137,362,12,35,67,0.25547445255474455,47,1.0,106.49087591240877,111.29619047619046,0.045124190430494496,1.3570111417207764,2.0,10.0,3,0.9807692307692307,14.558759124087588,0.32116788321167883,0.0072992700729927005,35,35,False,False,False,False,False,True,False,True,False,False,False,True
99752,71,71,362,5,13,33,0.18309859154929578,47,0.8125,79.1363849765258,75.83846153846153,-0.04167392077667606,4.452836747741918,2.0,19.0,3,0.7692307692307693,15.582863849765253,0.2676056338028169,0.0,16,13,False,False,True,False,False,False,False,True,False,False,False,True
99758,11,11,187,5,5,9,0.45454545454545453,164,0.8333333333333334,94.1621212121212,93.87,-0.0031023219141711345,25.306323320466767,3.0,91.0,1,0.37037037037037035,13.165151515151514,0.2727272727272727,0.09090909090909091,6,5,False,False,True,False,False,False,False,False,False,True,False,True
99764,56,56,345,4,9,24,0.16071428571428573,57,0.42857142857142855,60.75,63.25185185185185,0.041182746532540795,8.04861263133319,1.0,41.0,5,0.58,15.154464285714285,0.017857142857142856,0.0,21,9,False,False,False,False,False,False,True,False,True,False,False,True
99770,50,50,348,5,17,36,0.34,45,1.7777777777777777,107.38766666666666,112.39411764705882,0.04662035348930969,6.6493666967405085,2.0,33.0,3,0.6,15.854666666666668,0.2,0.06,9,16,False,False,False,True,False,False,False,False,False,True,False,True
99783,137,137,364,10,32,66,0.23357664233576642,45,0.8888888888888888,170.02457420924577,178.19895833333334,0.04807766266791246,1.2595654767861093,2.0,11.0,2,0.9811320754716981,11.707664233576644,0.0364963503649635,0.021897810218978103,36,32,False,False,True,False,False,False,False,False,True,False,False,True
99792,57,57,364,3,9,19,0.15789473684210525,45,0.5294117647058824,144.1690058479532,132.8148148148148,-0.07875611658939376,5.7476703355111,2.0,27.0,3,0.6792452830188679,14.017251461988302,0.017543859649122806,0.0,17,9,False,True,False,False,False,False,False,True,False,False,False,True
99802,34,34,342,8,10,16,0.29411764705882354,66,1.4285714285714286,98.73774509803923,90.43333333333334,-0.08410574655579006,12.374994782535005,2.0,56.0,3,0.46938775510204084,10.187745098039215,0.0,0.0,7,10,False,False,True,False,False,False,False,True,False,False,False,True
99808,14,14,362,3,3,4,0.21428571428571427,45,0.3,81.07261904761904,81.62222222222222,0.0067791466596183484,60.89441827881101,1.0,223.0,2,0.17307692307692307,18.195238095238093,0.0,0.0,10,3,False,False,True,False,False,False,False,False,True,False,False,True
99812,5,5,255,4,4,4,0.8,90,4.0,76.19333333333334,78.71666666666667,0.0331175080934464,98.89483050190238,4.0,235.0,1,0.13513513513513514,12.4,0.2,0.0,1,4,False,False,False,True,False,False,False,False,False,False,True,True
99813,70,69,361,10,20,37,0.2857142857142857,45,1.3333333333333333,48.91023809523809,50.273333333333326,0.02786932329875419,8.548489022410193,1.0,49.0,5,0.5961538461538461,7.950238095238095,0.0,0.014285714285714285,15,20,False,False,True,False,False,False,False,True,False,False,False,True
99825,10,10,37,7,10,10,1.0,230,1.0,50.78,50.78,0.0,3.813556067051225,2.0,14.0,1,0.8333333333333334,11.235,0.1,0.0,10,10,False,False,False,False,False,False,True,True,False,False,False,True
99832,2,2,6,2,2,2,1.0,208,1.0,58.108333333333334,58.108333333333334,0.0,0.0,6.0,6.0,1,2.0,8.658333333333333,1.0,0.0,2,2,False,False,False,False,False,True,False,False,False,True,False,True
99847,106,106,301,1,4,52,0.03773584905660377,45,0.10256410256410256,84.27012578616352,101.7125,0.2069817037902225,6.773993218699302,1.0,68.0,5,0.7727272727272727,9.200314465408805,0.08490566037735849,0.0,39,4,False,False,True,False,False,False,False,False,False,True,False,True
99851,1,1,1,1,1,1,1.0,402,1.0,71.45,71.45,0.0,0.0,1.0,0.0,1,1.0,17.416666666666668,0.0,0.0,1,1,False,False,True,False,False,False,False,False,True,False,False,True
99853,73,73,291,10,25,43,0.3424657534246575,118,0.9259259259259259,46.02031963470319,48.36133333333332,0.05086913166211055,4.114464660735883,1.0,23.0,4,0.7857142857142857,17.444977168949773,0.273972602739726,0.0273972602739726,27,25,False,False,False,False,False,False,True,False,True,False,False,True
99863,7,7,110,2,3,7,0.42857142857142855,49,0.5,75.12619047619046,85.77777777777777,0.14178260915496696,14.267289706021797,2.0,41.0,1,0.4375,13.654761904761903,0.42857142857142855,0.0,6,3,False,False,False,False,False,True,False,False,False,True,False,True
99884,84,84,364,7,14,20,0.16666666666666666,45,0.45161290322580644,119.72083333333333,115.10476190476193,-0.038556960388999986,6.388678475072944,1.0,45.0,3,0.6226415094339622,16.694841269841266,0.0,0.0,31,14,False,False,False,False,False,False,True,True,False,False,False,True
99885,5,4,214,3,4,4,0.8,168,4.0,96.53999999999999,97.325,0.008131344520406161,60.58258825768341,0.0,155.0,1,0.12903225806451613,12.733333333333333,0.2,0.4,1,4,False,True,False,False,False,False,False,False,False,True,False,True
99903,1,1,1,1,1,1,1.0,407,1.0,83.63333333333334,83.63333333333334,0.0,0.0,1.0,0.0,1,1.0,17.183333333333334,0.0,0.0,1,1,False,False,False,False,True,False,False,False,True,False,False,True
99904,15,15,66,8,15,15,1.0,343,1.0,98.67111111111112,98.67111111111112,0.0,3.6337420977076866,2.0,14.0,2,0.9,14.30111111111111,0.0,0.0,15,15,False,True,False,False,False,False,False,False,True,False,False,True
99911,8,8,341,1,2,2,0.25,69,0.5,64.40833333333333,64.61666666666667,0.0032345710958728343,44.07692718650067,21.0,154.0,1,0.16326530612244897,11.852083333333333,0.875,0.0,4,2,True,False,False,False,False,False,False,False,True,False,False,True
99916,23,21,163,11,14,23,0.6086956521739131,47,1.5555555555555556,59.15434782608695,48.98214285714287,-0.17196039416832448,9.40821251938525,3.0,45.0,2,0.625,12.544202898550726,0.043478260869565216,0.043478260869565216,9,14,False,False,True,False,False,False,False,False,False,False,True,True
99933,10,10,321,2,4,7,0.4,46,1.0,85.88666666666667,87.2375,0.015728091283086162,30.37542866638538,5.0,94.0,1,0.1956521739130435,12.278333333333332,0.2,0.1,3,3,False,False,True,False,False,False,False,False,False,False,True,True
99946,10,10,97,4,8,10,0.8,311,1.0,42.529999999999994,42.53333333333334,7.83760482799086e-05,9.519311106935064,1.0,27.0,2,0.5714285714285714,15.614999999999998,0.2,0.1,8,8,False,False,True,False,False,False,False,False,True,False,False,True
99947,108,104,357,16,27,77,0.25,51,2.888888888888889,74.10586419753088,86.47407407407407,0.16689920575752876,7.283246586893008,1.0,62.0,6,0.7115384615384616,12.83009259259259,0.2962962962962963,0.037037037037037035,9,26,True,False,False,False,False,False,False,False,False,True,False,True
99961,104,104,361,1,12,37,0.11538461538461539,45,0.34285714285714286,94.63717948717948,91.63333333333333,-0.03174065594646221,6.332032582771273,2.0,63.0,3,0.8076923076923077,12.026121794871795,0.23076923076923078,0.019230769230769232,35,12,False,False,False,False,False,True,False,False,True,False,False,True
99962,5,5,252,2,3,4,0.6,136,2.0,115.79333333333334,108.32222222222221,-0.06452108162051179,39.198214245039274,25.0,126.0,1,0.13513513513513514,16.14666666666667,0.0,0.0,1,2,False,False,True,False,False,False,False,False,False,True,False,True
99997,10,10,249,2,2,6,0.2,156,0.3333333333333333,90.47666666666666,97.75,0.08038905058394438,40.240941009540684,1.0,122.0,2,0.16666666666666666,9.831666666666667,0.0,0.0,6,2,False,False,True,False,False,False,False,False,True,False,False,True
99999,63,63,361,15,23,35,0.36507936507936506,45,2.090909090909091,52.74259259259259,56.80652173913043,0.07705213086374904,6.802571130494106,1.0,26.0,4,0.5769230769230769,12.02063492063492,0.2222222222222222,0.015873015873015872,11,23,False,False,False,False,False,False,True,False,False,False,True,True
100000,12,12,49,6,12,12,1.0,52,1.0,115.4513888888889,115.4513888888889,0.0,4.356054018440342,1.0,13.0,3,0.75,16.918055555555554,0.0,0.0,12,12,False,False,True,False,False,False,False,False,False,False,True,True
100013,14,14,32,13,14,14,1.0,45,1.0,98.89166666666667,98.89166666666667,0.0,2.4997041245033724,1.0,10.0,6,1.2,8.604761904761903,0.21428571428571427,0.0,14,14,False,False,True,False,False,False,False,False,False,False,True,True
100037,36,36,252,3,13,27,0.3611111111111111,127,1.1818181818181819,52.23194444444445,51.30897435897437,-0.01767060551329434,7.202380558835094,2.0,31.0,1,0.6486486486486487,10.435648148148148,0.0,0.0,11,13,False,False,True,False,False,False,False,False,False,True,False,True
100043,15,15,117,11,14,15,0.9333333333333333,274,2.3333333333333335,64.08111111111111,63.31785714285714,-0.011910748035104347,13.818244372966502,1.0,49.0,3,0.4117647058823529,9.602222222222222,0.06666666666666667,0.0,6,14,False,False,False,True,False,False,False,True,False,False,False,True
100062,35,34,364,3,4,13,0.11428571428571428,45,0.25,90.75428571428573,84.16666666666667,-0.07258741552281418,14.057715929788515,3.0,70.0,2,0.41509433962264153,10.663809523809523,0.17142857142857143,0.02857142857142857,16,4,False,False,True,False,False,False,False,False,True,False,False,True
100073,247,247,362,27,55,121,0.22267206477732793,45,0.7746478873239436,76.52327935222674,76.99848484848485,0.006209946832921305,1.931026953081956,1.0,24.0,19,0.9230769230769231,16.43751686909582,0.17813765182186234,0.016194331983805668,71,55,False,False,False,False,False,False,True,False,True,False,False,True
100075,58,58,314,4,10,29,0.1724137931034483,80,0.4090909090909091,58.83045977011494,56.248333333333335,-0.0438909783617447,5.782984135322136,3.0,33.0,2,0.7777777777777778,18.75919540229885,0.0,0.017241379310344827,22,9,False,True,False,False,False,False,False,True,False,False,False,True
100078,4,4,218,1,2,3,0.5,61,1.0,106.00416666666666,84.8,-0.20003144530482292,6.847546194724712,63.0,78.0,1,0.125,18.92083333333333,0.25,0.0,2,2,False,False,False,False,False,False,True,False,False,True,False,True
100097,90,89,294,11,28,53,0.3111111111111111,115,0.9333333333333333,107.91222222222223,111.88154761904761,0.0367829085073552,2.0078749143076924,2.0,14.0,2,0.9767441860465116,16.689444444444444,0.3,0.022222222222222223,30,28,False,False,True,False,False,False,False,False,True,False,False,True
100104,40,38,308,4,10,25,0.25,94,0.8333333333333334,92.20916666666668,101.36166666666666,0.09925802749184359,6.986414919354421,7.0,27.0,2,0.6222222222222222,7.837916666666667,0.0,0.05,12,10,False,False,False,True,False,False,False,True,False,False,False,True
100114,67,67,336,3,10,27,0.14925373134328357,58,0.5263157894736842,86.56567164179104,72.41833333333332,-0.16342896716610067,7.934824037550364,1.0,46.0,4,0.6122448979591837,11.382587064676619,0.0,0.0,19,10,False,True,False,False,False,False,False,True,False,False,False,True
100120,1,1,1,1,1,1,1.0,226,1.0,33.833333333333336,33.833333333333336,0.0,0.0,1.0,0.0,1,1.0,18.933333333333334,0.0,0.0,1,1,False,False,False,True,False,False,False,False,False,True,False,True
100127,4,4,187,1,2,3,0.5,161,1.0,101.12916666666666,97.38333333333333,-0.037040088995097066,48.705463987341524,14.0,129.0,1,0.14814814814814814,11.995833333333334,0.5,0.0,2,2,False,False,False,False,False,True,False,False,True,False,False,True
100128,7,7,322,1,1,3,0.14285714285714285,46,0.25,75.54523809523809,57.65,-0.23688108670301614,57.06623831614939,4.0,150.0,1,0.14893617021276595,15.783333333333333,0.5714285714285714,0.0,4,1,False,True,False,False,False,False,False,False,True,False,False,True
100136,57,57,232,8,33,56,0.5789473684210527,178,3.5555555555555554,52.352339181286546,54.46060606060606,0.040270729298627406,9.627765968853854,1.0,73.0,4,0.7058823529411765,16.442397660818713,0.21052631578947367,0.05263157894736842,9,32,False,False,True,False,False,False,False,True,False,False,False,True
100137,57,57,351,3,10,25,0.17543859649122806,57,0.5263157894736842,94.34152046783625,79.37833333333333,-0.15860659294339335,6.154240905460964,2.0,28.0,2,0.6862745098039216,9.973976608187137,0.0,0.017543859649122806,19,10,False,False,True,False,False,False,False,False,True,False,False,True
100141,54,53,364,3,14,34,0.25925925925925924,46,1.0,131.86759259259262,136.00595238095238,0.03138269006809963,10.527659410977794,2.0,70.0,2,0.6226415094339622,11.72253086419753,0.6481481481481481,0.12962962962962962,14,14,True,False,False,False,False,False,False,False,False,True,False,True
100144,9,9,296,3,6,7,0.6666666666666666,78,3.0,87.07592592592592,77.44722222222222,-0.1105782522702621,55.088565056643105,1.0,175.0,2,0.18604651162790697,15.622222222222222,0.0,0.0,2,6,False,False,True,False,False,False,False,False,False,True,False,True
100162,42,42,335,4,13,18,0.30952380952380953,72,0.8666666666666667,62.38134920634921,67.1051282051282,0.07572421980091115,7.070731286650556,2.0,33.0,2,0.6458333333333334,9.134126984126985,0.19047619047619047,0.0,15,13,False,False,False,True,False,False,False,False,True,False,False,True
100163,42,39,297,3,17,19,0.40476190476190477,104,0.8095238095238095,71.44047619047619,95.81470588235295,0.34118235196094787,10.687993007439106,1.0,58.0,4,0.5348837209302325,15.84246031746032,0.047619047619047616,0.023809523809523808,21,17,False,False,False,True,False,False,False,False,True,False,False,True
100172,151,151,331,15,39,79,0.2582781456953642,78,0.7959183673469388,70.72450331125829,74.29230769230769,0.05044651024762244,2.6364032738225425,1.0,25.0,5,0.8958333333333334,16.145474613686538,0.15894039735099338,0.019867549668874173,49,39,False,False,True,False,False,False,False,False,True,False,False,True
100173,124,122,364,1,25,57,0.20161290322580644,45,0.5581395348837209,98.53293010752687,94.95866666666664,-0.03627481124289823,4.612458163352671,1.0,35.0,5,0.7735849056603774,15.436962365591398,0.22580645161290322,0.04032258064516129,43,24,False,False,True,False,False,False,False,False,True,False,False,True
100177,59,59,281,4,13,39,0.22033898305084745,111,0.7222222222222222,91.9957627118644,91.4192307692308,-0.006266940189836094,5.438691919741335,2.0,26.0,3,0.7073170731707317,8.964971751412431,0.0,0.0,18,13,False,False,False,False,True,False,False,True,False,False,False,True
100187,20,20,354,4,6,8,0.3,56,0.75,60.839999999999996,52.88333333333335,-0.1307801884724959,23.506349705011488,1.0,93.0,2,0.3137254901960784,14.150833333333333,0.3,0.05,8,6,False,False,False,False,True,False,False,False,True,False,False,True
100202,17,17,339,4,7,8,0.4117647058823529,45,1.1666666666666667,72.29509803921569,84.66428571428571,0.17109303411360605,25.311111073005073,5.0,101.0,1,0.32653061224489793,15.9,0.0,0.0,6,7,False,False,False,True,False,False,False,False,True,False,False,True
100206,33,33,331,11,23,23,0.696969696969697,78,2.5555555555555554,54.190909090909095,49.420289855072475,-0.08803357086764438,27.293095939037403,1.0,116.0,4,0.3125,13.391414141414142,0.030303030303030304,0.030303030303030304,9,23,False,False,True,False,False,False,False,False,False,False,True,True
100211,38,38,346,6,11,18,0.2894736842105263,49,0.7857142857142857,97.93815789473685,95.56212121212121,-0.02426058171493668,10.345951594225914,1.0,39.0,4,0.46,9.257456140350877,0.0,0.0,14,11,False,False,True,False,False,False,False,False,True,False,False,True
100217,9,8,193,1,2,6,0.2222222222222222,80,0.14285714285714285,36.23148148148148,49.94166666666667,0.37840531561461804,30.168019076498876,0.0,90.0,1,0.25,14.631481481481481,0.0,0.0,7,1,False,False,True,False,False,False,False,True,False,False,False,True
100228,29,29,331,2,6,14,0.20689655172413793,73,0.6,50.75517241379312,47.09444444444444,-0.07212521985944127,10.106764253383444,2.0,40.0,1,0.5416666666666666,18.4316091954023,0.13793103448275862,0.0,10,6,False,False,True,False,False,False,False,True,False,False,False,True
100245,4,4,20,4,4,4,1.0,101,1.0,111.77499999999999,111.77499999999999,0.0,5.436502143433363,1.0,14.0,2,1.0,9.05,0.0,0.0,4,4,False,False,True,False,False,False,False,False,False,False,True,True
100260,190,190,364,20,48,90,0.25263157894736843,45,1.146341463414634,85.0619298245614,83.06597222222223,-0.02346475804694061,2.0065540270065245,1.0,16.0,7,0.9245283018867925,15.108070175438597,0.14736842105263157,0.010526315789473684,41,47,False,False,False,True,False,False,False,True,False,False,False,True
100267,11,11,47,8,11,11,1.0,73,1.0,51.38333333333333,51.38333333333333,0.0,1.9000000000000001,4.0,9.0,1,1.0,16.259090909090908,0.09090909090909091,0.0,11,11,False,False,True,False,False,False,False,False,False,False,True,True
100288,118,118,359,15,31,53,0.2627118644067797,50,0.8611111111111112,81.02288135593223,67.83924731182796,-0.16271494944975817,3.2124929631144346,1.0,24.0,3,0.8846153846153846,11.055084745762711,0.0,0.01694915254237288,36,31,False,False,True,False,False,False,False,False,True,False,False,True
100293,82,82,248,12,22,48,0.2682926829268293,159,0.5789473684210527,87.91158536585365,97.34318181818183,0.1072850229361416,5.0414226852807,1.0,39.0,5,0.7777777777777778,12.829471544715448,0.04878048780487805,0.024390243902439025,38,22,False,False,False,False,True,False,False,False,True,False,False,True
100296,143,143,365,16,55,100,0.38461538461538464,45,1.3170731707317074,66.17132867132868,62.909393939393944,-0.04929528841919866,8.35598620482746,1.0,98.0,12,0.6792452830188679,7.700233100233099,0.11888111888111888,0.04195804195804196,41,54,False,True,False,False,False,False,False,False,False,False,True,True
100313,106,106,359,12,28,55,0.2641509433962264,49,1.0769230769230769,109.90220125786165,111.04107142857141,0.010362578343973783,1.9941865623234636,2.0,10.0,2,0.9615384615384616,16.244654088050314,0.22641509433962265,0.009433962264150943,26,28,False,False,False,True,False,False,False,False,False,False,True,True
100314,67,65,364,14,19,40,0.2835820895522388,45,1.0555555555555556,72.65348258706469,73.17368421052632,0.007160036999441073,8.975121210023792,1.0,60.0,4,0.5471698113207547,18.91144278606965,0.014925373134328358,0.014925373134328358,18,19,False,True,False,False,False,False,False,False,False,True,False,True
100317,122,122,343,11,27,60,0.22131147540983606,48,0.7105263157894737,90.95956284153006,98.13827160493828,0.07892197960444232,2.371828835259591,1.0,12.0,4,0.96,16.491939890710384,0.06557377049180328,0.00819672131147541,38,27,False,False,True,False,False,False,False,True,False,False,False,True
100318,5,5,226,3,3,3,0.6,126,1.5,124.03999999999999,116.63888888888887,-0.05966713246622961,88.1943875765346,1.0,209.0,2,0.09090909090909091,18.380000000000003,0.0,0.0,2,3,False,False,False,True,False,False,False,False,True,False,False,True
100329,19,19,357,4,5,5,0.2631578947368421,52,0.625,58.78596491228069,55.55666666666666,-0.05493315029246743,38.7660361083714,2.0,174.0,2,0.2692307692307692,11.94122807017544,0.0,0.0,8,5,False,False,False,True,False,False,False,False,True,False,False,True
100346,6,6,349,2,2,2,0.3333333333333333,55,0.5,65.37777777777778,82.875,0.2676325628823929,116.71915009971586,2.0,303.0,1,0.1,11.316666666666665,0.16666666666666666,0.0,4,2,False,False,True,False,False,False,False,False,True,False,False,True
100352,2,2,64,1,2,2,1.0,253,1.0,106.92500000000001,106.92500000000001,0.0,0.0,64.0,64.0,1,0.2,11.783333333333333,0.0,0.0,2,2,False,False,False,True,False,False,False,True,False,False,False,True
100353,119,119,362,10,28,59,0.23529411764705882,45,0.9655172413793104,75.12380952380953,73.89999999999999,-0.016290567951318613,3.0745781398906735,1.0,25.0,4,0.8846153846153846,9.051820728291313,0.0,0.0,29,28,False,False,True,False,False,False,False,False,False,True,False,True
100372,84,84,289,11,24,49,0.2857142857142857,64,0.8888888888888888,105.1095238095238,108.31527777777778,0.030499176973376403,3.373752141584584,2.0,26.0,2,0.9047619047619048,9.4484126984127,0.07142857142857142,0.011904761904761904,27,24,False,False,True,False,False,False,False,True,False,False,False,True
100374,39,39,310,4,10,26,0.2564102564102564,92,1.0,60.38760683760684,62.66833333333333,0.0377681218906352,9.266596251816672,2.0,39.0,2,0.5333333333333333,10.002564102564103,0.0,0.02564102564102564,10,10,False,False,True,False,False,False,False,False,False,True,False,True
100377,117,117,364,3,21,54,0.1794871794871795,45,0.7241379310344828,64.44501424501425,59.93492063492064,-0.06998359241487069,3.76438975162513,1.0,26.0,5,0.7735849056603774,8.782193732193733,0.0,0.008547008547008548,29,21,False,False,False,True,False,False,False,True,False,False,False,True
100384,26,24,245,3,8,17,0.3076923076923077,132,0.8,99.54871794871794,110.54999999999998,0.11051153925406962,7.694153624668538,7.0,29.0,2,0.6111111111111112,16.452564102564104,0.19230769230769232,0.038461538461538464,10,8,False,False,False,False,False,False,True,True,False,False,False,True
100397,16,15,28,16,16,16,1.0,220,1.0,88.95520833333333,88.95520833333333,0.0,1.3597385369580761,1.0,5.0,4,1.0,17.573958333333334,0.375,0.0,16,16,False,False,True,False,False,False,False,True,False,False,False,True
