IdPersona,TotalVisitas,DiasActivo,VisitasPorSemana,VisitasPorMes,MaxVisitasDia,VarVisitasMes,DuracionMediaTotal,DuracionStdTotal,DuracionMediaUlt90,DeltaDuracionUlt90VsTotal,PropVisitasLargas,VisitasUlt30,VisitasUlt90,VisitasUlt180,PropUlt90,DiasDesdeUltima,DiasHastaPrimera,StdDiasEntreVisitas,FrecuenciaModal,SemanasConVisita,SemanasTotales,SemanasConUnaVisita,MaxRachaSinVisita,MaxRachaConVisita,HoraMediaAcceso,HoraStdAcceso,VarDiasSemana,PropFindesemana,PropPrimavera,PropVerano,PropOtono,PropInvierno,VisitasFestivos,PropVisitasFestivos,VisitasFindesemana,PropVisitasFindesemana,VisitasCerrado,PropVisitasCerrado,VisitasRed9a14,PropVisitasRed9a14,VisitasRed7a20,PropVisitasRed7a20,VisitasRed7a15,PropVisitasRed7a15,PrimeraVisita,UltimaVisita,TiempoActivoDias,VisitasPrimerTrimestre,VisitasUltimoTrimestre,DiaFav_domingo,DiaFav_jueves,DiaFav_lunes,DiaFav_martes,DiaFav_miércoles,DiaFav_sábado,DiaFav_viernes,EstFav_invierno,EstFav_otono,EstFav_primavera,EstFav_verano
5892,21,21,0.4094707520891365,1.649214659685864,1,6.857142857142857,146.93492063492062,68.08768562661247,138.75833333333333,-0.05564767902861642,0.9047619047619048,9,16,16,0.7619047619047619,37,10,36.355742324975296,1.0,12,51,7,161.0,3,11.24126984126984,1.9949116425489182,5.428571428571429,0.0,0.0,0.7619047619047619,0.09523809523809523,0.14285714285714285,1,0.047619047619047616,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-09-11,2025-08-29,352,2,16,False,False,False,False,True,False,False,False,False,False,True
6228,30,29,1.0714285714285714,4.109589041095891,2,0.48979591836734704,58.03055555555555,17.998951658429142,57.41354166666667,-0.010632569048872642,0.16666666666666666,6,16,29,0.5333333333333333,144,66,5.1770094526445005,2.0,19,28,10,25.0,1,13.536666666666667,1.8543512392528334,7.918367346938775,0.2,0.43333333333333335,0.0,0.16666666666666666,0.4,0,0.0,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2024-11-06,2025-05-14,189,13,15,False,True,False,False,False,False,False,False,False,True,False
6433,22,19,0.43626062322946174,1.7553191489361701,2,3.26530612244898,69.7469696969697,35.84605293500644,53.14166666666666,-0.23807920404926916,0.6363636363636364,4,6,8,0.2727272727272727,36,17,24.70708216882463,0.0,13,50,6,95.0,2,16.15681818181818,2.937598737179658,5.2653061224489806,0.22727272727272727,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.18181818181818182,0,0.0,5,0.22727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,2024-09-18,2025-08-30,346,10,6,False,False,False,False,True,False,False,False,True,False,False
6521,1,1,1.0,1.0,1,0.0,61.2,0.0,61.2,0.0,1.0,1,1,1,1.0,307,92,0.0,1.0,1,1,1,46.0,1,13.383333333333333,0.0,0.12244897959183677,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-12-02,2024-12-02,0,1,1,False,False,True,False,False,False,False,True,False,False,False
6523,1,1,1.0,1.0,1,0.0,8.983333333333333,0.0,8.983333333333333,0.0,0.0,1,1,1,1.0,320,79,0.0,1.0,1,1,1,46.0,1,10.283333333333333,0.0,0.12244897959183677,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-11-19,2024-11-19,0,1,1,False,False,False,True,False,False,False,False,True,False,False
6928,30,30,0.5817174515235457,2.34375,1,4.888888888888889,111.65833333333332,33.932894493451386,86.22435897435896,-0.22778393335897626,0.9333333333333333,9,13,15,0.43333333333333335,35,10,14.084423556551148,2.0,21,51,13,65.0,1,12.218333333333332,2.361482389109449,6.204081632653062,0.43333333333333335,0.06666666666666667,0.43333333333333335,0.2,0.3,3,0.1,13,0.43333333333333335,0,0.0,2,0.06666666666666667,0,0.0,0,0.0,2024-09-11,2025-08-31,354,6,13,False,True,False,False,False,False,False,False,False,False,True
6929,13,13,0.292604501607717,1.1676646706586826,1,4.24,60.90384615384616,22.90307816605892,90.44166666666666,0.48499105357330785,0.46153846153846156,1,2,4,0.15384615384615385,84,11,39.489098354975,1.0,8,44,4,112.0,3,11.879487179487182,0.8642014704104397,2.1224489795918364,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.7692307692307693,0,0.0,2,0.15384615384615385,0,0.0,0,0.0,0,0.0,0,0.0,2024-09-12,2025-07-13,304,1,2,False,False,False,True,False,False,False,True,False,False,False
7042,7,7,0.2916666666666667,1.099476439790576,1,3.555555555555556,70.18571428571428,4.537309430791368,73.15,0.04223488703439865,1.0,2,2,7,0.2857142857142857,237,1,41.80676447126177,2.0,6,24,5,120.0,1,7.247619047619048,0.07150789246514835,2.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-09-02,2025-02-10,161,5,2,False,False,True,False,False,False,False,False,True,False,False
7174,2,2,0.27450980392156865,0.8108108108108107,1,0.0,41.36666666666667,3.0166666666666657,41.36666666666667,0.0,0.0,1,2,2,1.0,46,309,0.0,44.0,2,7,2,44.0,1,10.108333333333334,0.3416666666666659,0.20408163265306126,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-07-07,2025-08-20,44,2,2,False,False,True,False,False,False,False,False,False,False,True
7689,19,19,1.0725806451612903,3.877551020408163,1,2.16,36.11140350877193,5.443282927086848,35.108333333333334,-0.027777103019408694,0.0,4,14,19,0.7368421052631579,34,248,6.3879226322456,2.0,13,17,9,23.0,1,14.754385964912283,0.20688741077863806,8.489795918367346,0.05263157894736842,0.2631578947368421,0.6842105263157895,0.05263157894736842,0.0,0,0.0,1,0.05263157894736842,0,0.0,0,0.0,1,0.05263157894736842,0,0.0,2025-05-07,2025-09-01,117,16,14,False,False,False,False,True,False,False,False,False,False,True
