Edad,Sexo_Mujer,UsoServiciosExtra,ratio_cantidad_2025_2024,Diversidad_servicios_extra,TotalVisitas,TienePagos,DiasActivo,VisitasUlt90,VisitasUlt180,TieneAccesos,VisitasPrimerTrimestre,VisitasUltimoTrimestre,DiaFav_domingo,DiaFav_jueves,DiaFav_lunes,DiaFav_martes,DiaFav_miercoles,DiaFav_sabado,DiaFav_viernes,EstFav_invierno,EstFav_otono,EstFav_primavera,EstFav_verano,Edad_importance,Sexo_Mujer_importance,UsoServiciosExtra_importance,ratio_cantidad_2025_2024_importance,Diversidad_servicios_extra_importance,TotalVisitas_importance,TienePagos_importance,DiasActivo_importance,VisitasUlt90_importance,VisitasUlt180_importance,TieneAccesos_importance,VisitasPrimerTrimestre_importance,VisitasUltimoTrimestre_importance,DiaFav_domingo_importance,DiaFav_jueves_importance,DiaFav_lunes_importance,DiaFav_martes_importance,DiaFav_miercoles_importance,DiaFav_sabado_importance,DiaFav_viernes_importance,EstFav_invierno_importance,EstFav_otono_importance,EstFav_primavera_importance,EstFav_verano_importance,IdPersona
-1.4190261899658605,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,2.184698536015934,0.3985344101467969,2.2123435248779355,2.111561303134684,3.265439313686147,0.47549107605211294,2.833983200202278,2.058974034250835,-0.18643025450481002,-0.31177723739570923,1.6393437853453103,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,2.0524840929520956,-0.47049509962009145,-0.1869710501316505,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,0.5066599313915262,0.017184962881162412,0.7058665145864238,0.06187544387228849,0.19835829076306297,5.022481324503879e-05,0.2887054596106221,0.06033042356508983,-6.246583278809224e-05,-0.0005790752066431355,0.0025369124190594713,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,0.003587342658651319,-0.007606873820223524,104911
0.04843002476011798,-1.105138904390301,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.05713321364903921,0.3985344101467969,0.07666656136224702,0.0589013758441591,0.1260883014748236,0.47549107605211294,-0.4746318482354618,0.06864742367408534,5.363936248739064,-0.31177723739570923,-0.6100001774730617,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,2.125420649030065,0.006381145500576661,-0.003806791150520823,-0.0,-1.5139820145795073e-05,-0.0,0.013249933402888724,0.017184962881162412,0.02446110102050328,0.001725997142320888,0.00765920219706391,5.022481324503879e-05,-0.04835201771163551,0.0020114523437478188,0.0017972552024332308,-0.0005790752066431355,-0.0009439856604171185,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,0.03436339019285055,105737
-0.12766472100699944,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.5036592689606098,0.3985344101467969,0.5421346175131022,0.7431213516076675,0.6017475457492666,0.47549107605211294,-0.4746318482354618,0.7609349403964331,-0.18643025450481002,-0.31177723739570923,1.6393437853453103,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,2.125420649030065,-0.0168211179752906,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,0.11680511816593611,0.017184962881162412,0.1729725373105116,0.021775812718976755,0.03655300349494256,5.022481324503879e-05,-0.04835201771163551,0.022296311898997213,-6.246583278809224e-05,-0.0005790752066431355,0.0025369124190594713,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,0.03436339019285055,25240
-0.0689664724179603,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.18846440638773643,0.3985344101467969,0.21356893081838088,0.7431213516076675,0.8395771678864881,0.47549107605211294,1.1372575343367703,0.7609349403964331,-0.18643025450481002,-0.31177723739570923,1.6393437853453103,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,2.125420649030065,-0.009087030150001512,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,0.043707340686137956,0.017184962881162412,0.0681409352234469,0.021775812718976755,0.05099990414388188,5.022481324503879e-05,0.11585547124023358,0.022296311898997213,-6.246583278809224e-05,-0.0005790752066431355,0.0025369124190594713,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,0.03436339019285055,116352
-1.2429314441987431,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,-0.3893928416625313,0.3985344101467969,-0.38880149478860815,-0.6253185999193492,-0.4922687160819522,0.47549107605211294,-0.5594681315287372,-0.6236400930482624,-0.18643025450481002,-0.31177723739570923,1.6393437853453103,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,2.34208883626541,-0.6364993746359392,-0.4872144945891864,-0.47049509962009145,-0.16376878665578323,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,-0.09030525136015866,0.017184962881162412,-0.12405033526950503,-0.018323818434334976,-0.02990273949017833,5.022481324503879e-05,-0.056994517130154944,-0.01827340721150158,-6.246583278809224e-05,-0.0005790752066431355,0.0025369124190594713,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,0.007955220061570983,-0.013534832114276273,-0.0008515560955403828,-0.007606873820223524,115558
-0.77334545548643,-1.105138904390301,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,-0.730853942783144,-2.5091936217795046,-0.7447476553745562,-0.8819010908306649,-0.8252301870740623,-2.103088891389419,-0.8139769814085633,-0.8832479118191428,-0.18643025450481002,-0.31177723739570923,-0.6100001774730617,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,-0.47049509962009145,-0.10189608405347055,-0.003806791150520823,-0.0,-1.5139820145795073e-05,-0.0,-0.16949451029660664,-0.10819743077152914,-0.23761790419715845,-0.02584249927558093,-0.05012840039869338,-0.00022214348938942583,-0.08292201538571323,-0.0258802295447201,-6.246583278809224e-05,-0.0005790752066431355,-0.0009439856604171185,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,-0.007606873820223524,117422
0.5180160134724311,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.6875229387947858,0.3985344101467969,0.7337979347516896,1.4273413273711757,1.3628023365883752,0.47549107605211294,-0.7291406981152879,1.3666865175284875,-0.18643025450481002,-0.31177723739570923,-0.6100001774730617,-0.46691763864093333,-0.36677902641774496,3.809263644129861,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,2.125420649030065,0.06825384810288936,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,0.159445488362485,0.017184962881162412,0.23412430519463268,0.04182562829563262,0.08278308557154838,5.022481324503879e-05,-0.0742795159671938,0.04004556400984044,-6.246583278809224e-05,-0.0005790752066431355,-0.0009439856604171185,-0.000545865411305232,-0.0001586081987729672,0.002236702527699703,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,0.03436339019285055,95489
0.9876020021847443,0.9048636293839408,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.26726312203095476,0.3985344101467969,0.29571035249206123,0.2299563697850362,0.41148384803948934,0.47549107605211294,0.8827486844569442,0.24171930285467227,-0.18643025450481002,-0.31177723739570923,-0.6100001774730617,2.1417053399625687,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,2.0524840929520956,-0.47049509962009145,0.13012655070520204,0.00311691755948753,-0.0,-1.5139820145795073e-05,-0.0,0.06198178505608749,0.017184962881162412,0.09434883574521308,0.0067384510364848545,0.024995482975791093,5.022481324503879e-05,0.08992797298467531,0.007082667232560167,-6.246583278809224e-05,-0.0005790752066431355,-0.0009439856604171185,0.002503831017599062,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,0.003587342658651319,-0.007606873820223524,113067
1.1636967479518616,-1.105138904390301,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,0.6875229387947858,-2.5091936217795046,0.6790369869692361,2.282616297075561,1.5055001098707081,0.47549107605211294,0.5434035512838428,2.3185818530217155,-0.18643025450481002,3.207418246287156,-0.6100001774730617,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,2.34208883626541,-0.6364993746359392,-0.4872144945891864,-0.47049509962009145,0.1533288141810693,-0.003806791150520823,-0.0,-1.5139820145795073e-05,-0.0,0.159445488362485,-0.10819743077152914,0.21665237151345523,0.06688789776645244,0.09145122596091199,5.022481324503879e-05,0.05535797531059761,0.06793724589830835,-6.246583278809224e-05,0.00595725460676386,-0.0009439856604171185,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,0.007955220061570983,-0.013534832114276273,-0.0008515560955403828,-0.007606873820223524,44591
0.04843002476011798,-1.105138904390301,-0.06896746980482703,-0.044930415450336665,-0.06660569880326778,-0.3893928416625313,0.3985344101467969,-0.38880149478860815,0.2299563697850362,-0.20687316951728646,0.47549107605211294,0.2888947014040166,0.24171930285467227,-0.18643025450481002,-0.31177723739570923,1.6393437853453103,-0.46691763864093333,-0.36677902641774496,-0.2625179282460579,-0.25306942779451025,-0.42696928678186047,-0.6364993746359392,-0.4872144945891864,2.125420649030065,0.006381145500576661,-0.003806791150520823,-0.0,-1.5139820145795073e-05,-0.0,-0.09030525136015866,0.017184962881162412,-0.12405033526950503,0.0067384510364848545,-0.012566458711451142,5.022481324503879e-05,0.02943047705503932,0.007082667232560167,-6.246583278809224e-05,-0.0005790752066431355,0.0025369124190594713,-0.000545865411305232,-0.0001586081987729672,-0.00015414383684870243,-0.00013510751505442056,-0.0014502586679409786,-0.013534832114276273,-0.0008515560955403828,0.03436339019285055,116545
